games/konami.html,Games,1969/03/21,images/konami_logo.png
games/videogame_programmer.html,Games,1970/01/01,images/nolan.jpg
games/1971-1977.html,Games,1977/01/01,
games/1978-1986.html,Games,1978/01/01,
games/1987-1991.html,Games,1987/01/01,
games/activision.html,Games,1979/10/01,images/logo.png
games/arcade_golden_age.html,Games,1978/01/01,images/space_invaders.jpg
games/arcadegames.html,Games,1971/01/01,images/galaxygame.png
games/atari.html,Games,1972/06/28,images/atari-inc.png
games/bethesda.html,Games,1986/01/01,images/bethesda_logo.png
games/capcom.html,Games,1983/01/01,images/capcom_logo.png
games/console_generations.html,Games,1968/01/01,images/magnavox.png
games/educational_games.html,Games,1980/01/01,images/oregon.png
games/handheld.html,Games,1977/01/01,images/Gameboy.jpg
games/infocom.html,Games,1972/01/01,images/logo_infocom.png
games/lucas_arts.html,Games,1982/01/01,images/lucasarts_logo.png
games/mattel.html,Games,1979/01/01,images/mattel_logo.jpg
games/midway_games.html,Games,1973/01/01,images/Addams.jpg
games/mud.html,Games,1975/01/01,images/Zork.jpg
games/music_in_videogame.html,Games,1970/01/01,images/megamanguitar.jpg
games/namco.html,Games,1974/01/01,images/gee_bee.jpg
games/nintendo.html,Games,1889/09/23,images/Nintendo_Logo.png
games/pc_gaming.html,Games,1981/01/01,images/commodore_64.jpg
games/pong.html,Games,1972/01/01,images/pong_coinop.jpg
games/sega.html,Games,1983/01/01,images/sega_logo.png
games/sensible_software.html,Games,1980/01/01,images/Sensible_software_logo.png
games/shooters.html,Games,1962/02/01,images/computerspace.jpg
games/taito_corporation.html,Games,1973/01/01,images/taitologo.jpg
games/tetris.html,Games,1985/01/01,images/tetris.png
games/video_game_cracker.html,Games,1980/01/01,images/Atari2600.png
games/videogame_crash.html,Games,1983/01/01,images/crash.png
hardware/amd.html,Hardware,1969/01/01,images/amdlogo_timeline.jpg
hardware/amiga1000_hw.html,Hardware,1985/07/23,images/a1000.jpg
hardware/Apple_I.html,Hardware,1976/01/01,images/apple1_motherboard_timeline.jpg
hardware/Apple_II.html,Hardware,1977/01/01,images/Apple_II_timeline.jpg
hardware/commodore_64.html,Hardware,1982/08/01,images/C64c_system.jpg
hardware/Commodore_PET.html,Hardware,1977/01/01,images/pet2001_timeline.jpg
hardware/commodore_vic_20.html,Hardware,1980/01/01,images/commodore_vic_20.jpg
hardware/evolution_gpu.html,Hardware,1970/01/01,images/ati-ega-wonder_timeline.jpg
hardware/ibm_1970s_hw.html,Hardware,1971/01/01,images/Ibm-logo-11_timeline.jpeg
hardware/ibmpcjr_pcat_hw.html,Hardware,1984/01/01,images/Ibm_pcjr.jpg
hardware/Intel_8008_8080.html,Hardware,1972/04/01,images/intel_8008.jpg
hardware/Intel_8085_8086.html,Hardware,1976/01/01,images/intel_8085.jpg
hardware/intel_processors80s.html,Hardware,1970/01/01,images/intel_386and486.jpeg
hardware/kenbak.html,Hardware,1971/09/01,images/kenbak.jpg
hardware/keyboards_hw.html,Hardware,1940/01/01,images/computer_keyboard-HD.jpg
hardware/macintosh128k_hw.html,Hardware,1983/01/01,images/macintosh128k.png
hardware/MITS_Altair_8800.html,Hardware,1975/01/01,images/altair8800_timeline.jpg
hardware/motorola_hw.html,Hardware,1973/01/01,images/Motorola_MC68030RC33B.JPG
hardware/mouse.html,Hardware,1968/01/01,images/mouse.jpg
hardware/nes.html,Hardware,1983/01/01,images/NES_image.jpeg
hardware/next_computers.html,Hardware,1985/01/01,images/nextcube_timeline.jpg
hardware/nova.html,Hardware,1969/01/01,images/data_general_nova.jpg
hardware/portable_storage_devices.html,Hardware,1970/01/01,images/imm_memory_device2.jpeg
hardware/printer.html,Hardware,1977/01/01,images/xerox_9700.jpg
hardware/RISC_CISC.html,Hardware,1980/01/01,images/RISC_CISC.png
hardware/Sophie_Wilson.html,Hardware,1957/01/01,images/Sophie_Wilson.jpg
hardware/stephen_Wozniak.html,Hardware,1950/01/01,images/wozniak.jpeg
hardware/Steve_Jobs.html,Hardware,1981/01/01,images/Steve_jobs.jpg
hardware/storagetechnologies_hw.html,Hardware,1980/01/01,images/cd_timeline.jpg
hardware/supercomputers_hw.html,Hardware,1972/01/01,images/2560px-CRAY_X-MP_IMG_9135.jpg
hardware/Xerox_alto.html,Hardware,1973/01/01,images/xerox_alto_timeline.jpg
hardware/zilog_z80.html,Hardware,1976/07/01,images/Zilog_Z80.jpg
internet/alohanet.html,Internet,1968/01/01,images/alohanet.png
internet/ARPANET.html,Internet,1969/01/01,images/arpanet.jpg
internet/BBS.html,Internet,1978/01/01,images/BBS_image1.jpg
internet/cryptography.html,Internet,1970/01/01,images/scytale.png
internet/cyclades.html,Internet,1972/01/01,images/cyclades.png
internet/delphiforums.html,Internet,1981/10/01,images/delphy_forum_logo.gif
internet/DNS.html,Internet,1983/01/01,images/dns.jpg
internet/email_protocols.html,Internet,1986/01/01,images/email_protocols.png
internet/email.html,Internet,1981/04/01,images/email.jpg
internet/ethernet.html,Internet,1973/01/01,images/switch.jpg
internet/FTP.html,Internet,1971/01/01,images/ftp.jpg
internet/gopher.html,Internet,1991/04/01,images/gopher.jpg
internet/high_performance_computer_act.html,Internet,1991/01/03,images/us_congress_logo.png
internet/HTML.html,Internet,1993/01/01,images/html.jpg
internet/ietf.html,Internet,1986/01/16,images/ietf_logo.jpg
internet/IRC.html,Internet,1988/08/01,images/irc.png
internet/iso_osi.html,Internet,1977/01/01,images/iso_osi_layers.png
internet/mc_symbiosis.html,Internet,1960/03/01,images/mc_symbiosis.jpg
internet/network_security.html,Internet,1979/01/01,images/n_security.png
internet/packet_switching.html,Internet,1968/01/01,images/packet_switched_network.png
internet/robert_kahn.html,Internet,1972/01/01,images/robert_kahn.jpg
internet/routing.html,Internet,1974/01/01,images/router.jpeg
internet/tcp_ip.html,Internet,1973/01/01,images/tcp_ip_layers.png
internet/telnet.html,Internet,1973/03/05,images/telnet.png
internet/tim_berners_lee.html,Internet,1976/01/01,images/tim_lee.jpg
internet/udp.html,Internet,1980/01/01,images/udp_filosophy.jpg
internet/usenet.html,Internet,1980/01/01,images/usenet.gif
internet/vint_cerf.html,Internet,1968/01/01,images/vint_cerf.jpg
internet/world_wide_web.html,Internet,1990/01/01,images/internet.png
internet/xerox_parc.html,Internet,1969/05/01,images/xerox_parc.jpg
software/bell.html,Software,1970/01/01,images/bell_timeline_version.png
software/bill_gates.html,Software,1975/01/01,images/gates.jpg
software/Bjarne_Stroustrup.html,Software,1978/01/01,images/Bjarne.jpg
software/Douglas_Engelbart.html,Software,1968/12/09,images/Engelbart.png
software/eco_society/free_software.html,Software,1983/01/01,images/stallman.jpeg
software/eco_society/interaction.html,Software,1968/01/01,images/mac_gui.jpg
software/eco_society/users.html,Software,1970/01/01,images/robot.jpg
software/fredbrooks.html,Software,1975/01/01,images/fred.jpg
software/Jonathan_Sachs.html,Software,1982/01/01,images/lotus_1-2-3.png
software/kay.html,Software,1970/01/01,images/kay.jpg
software/knuth.html,Software,1968/01/01,images/knuth.jpg
software/microsoft.html,Software,1975/04/04,images/microsoft_timeline_version.png
software/next.html,Software,1985/01/01,images/next_timeline_version.png
software/os/apple_lisa.html,Software,1983/01/19,images/applelisa.jpg
software/os/bios.html,Software,1975/01/01,images/bios.png
software/os/classic_mac.html,Software,1981/01/01,images/macintosh1984.png
software/os/dos.html,Software,1979/01/01,images/86dos.png
software/os/gui.html,Software,1973/01/01,images/lisa.png
software/os/kernel.html,Software,1969/01/01,images/kernel.png
software/os/os.html,Software,1960/01/01,images/os_timeline_version.png
software/os/programs.html,Software,1982/01/01,images/latex.png
software/os/unix.html,Software,1969/01/01,images/unix_v7.png
software/os/visicalc_lotus123.html,Software,1978/01/01,images/visicalc.png
software/os/windows.html,Software,1985/11/20,images/Windows.png
software/os/xenix.html,Software,1980/01/01,images/xenix.png
software/ritchie.html,Software,1972/01/01,images/ritchie.jpg
software/software_engineering/impact_on_hardware.html,Software,1975/01/01,images/impacthardware.jpg
software/software_engineering/languages/70s.html,Software,1970/01/01,
software/software_engineering/languages/80s.html,Software,1980/01/01,
software/software_engineering/languages/90s.html,Software,1990/01/01,
software/software_engineering/languages/languages_evolution.html,Software,1970/01/01,images/history.png
software/software_engineering/languages/languages_paradigms.html,Software,1970/01/01,images/oop_timeline_version.png
software/software_engineering/languages/programming_language.html,Software,1960/01/01,images/lambda_timeline_version.png
software/software_engineering/make_software.html,Software,1969/01/01,images/softwaredevelopment.jpg
software/software_engineering/multitasking.html,Software,1981/01/01,images/multitask.png
software/thompson.html,Software,1969/01/01,images/thompson.jpg
software/vanrossum_goslings.html,Software,1991/01/01,images/vanrossum.jpg
